id	label	predict2	explanation2	error2
eeaf7fg	4,11	[3, 4, 11]	The text suggests a sense of anger or displeasure towards the idea of crossing a moral line (emotion id 3 - anger), along with an expression of disapproval for the actions described (emotion id 11 - disapproval). Additionally, there's an undertone of mild irritation regarding the situation (emotion id 4 - annoyance).	0
ee3yyz3	2,19	[2, 19]	The text expresses 'love' (id 19) for someone's last name, indicating a positive emotion. The use of 'Lol!' and 'XD' suggests 'amusement' (id 2) as well, indicating that the statement is made in a playful or entertaining manner.	0
eeccgbb	1,8	[1, 2, 10]	The text expresses admiration for the person's journey as a recovering addict, indicated by 'It's great that you're a recovering addict.' This shows respect for their progress. The phrase 'that's cool' adds an element of amusement, possibly suggesting lightheartedness or entertainment in the conversation. There is also a hint of curiosity in the question 'Have you ever tried DMT?', as it reflects a desire to learn more about the person's experiences.	0
eezp1cd	26,28	[27]	The text expresses a sense of sadness or emotional pain associated with the idea of a potential injury ('if the pain doesn't go away it's broke'). The mention of pain implies distress or discomfort, aligning with the emotion of sadness.	0
ednoz16	7,28	[4, 7, 11]	The text expresses annoyance ('4') towards the implication that someone was using performance enhancers at a young age, which seems doubtful. It also reflects a disapproval ('11') of the idea or claim being made. Additionally, there is a sense of confusion ('7') regarding the circumstances being discussed.	0
edlolx7	1,19	[4, 19]	The text expresses 'love' (emotion id 19) towards the individual mentioned, indicating a strong positive emotion of regard and affection. Additionally, the use of the phrase 'a little turd' suggests a mild irritation or annoyance (emotion id 4) towards his behavior, while still conveying affection, which indicates that the annoyance is light-hearted.	0
ee3lt53	5,28			1
eewl3mr	1,2	[1, 2]	The text expresses amusement with the phrase 'lol' indicating laughter, and admiration for the 'mr. blue sky cover' being described as one of the best on the album, reflecting a favorable opinion.	0
ef0puf0	18,27	[18, 28]	The text expresses 'surprise' due to the unexpected circumstances ('A surprise turn of events!') and 'joy' stemming from gladness regarding positive feedback ('I'm so glad you heard such great things about yourself!').	0
ee91vnl	4,11	[3, 4, 12]	The emotions expressed in the text include anger (3) directed towards the recipient for not being funny, annoyance (4) suggesting mild irritation with the behavior, and disapproval (12) indicating a negative opinion about the person's actions or statements.	0
eezyizq	11,28	[9, 10]	The text expresses a strong feeling of wanting (desire) not to send Grandma back to Italy, reflecting the speaker's reluctance. Additionally, the context suggests disappointment related to the situation, as the speaker is expressing opposition to a decision that likely causes them sadness or displeasure.	0
edu78sc	15,28	[15, 28]	The phrase expresses 'fear' regarding the thought of something living inside a casket, indicating worry or fright. Additionally, the use of 'weet doo feek?!' suggests surprise or astonishment at this thought, which corresponds to the emotion of 'surprise'.	0
