id	label	predict1	explanation1	error1
eeaf7fg	4,11	[5, 11]	The text suggests an acknowledgment of [NAME]'s good judgement, expressing approval for not crossing a moral line, which reflects approval (id 5). However, the mention of the Dark Side implies there is a sense of disapproval (id 11) regarding what crossing that line would represent. Therefore, both approval and disapproval are relevant emotions.	0
ee3yyz3	2,19	[2, 19]	The text expresses love (id 19) for someone's last name, which indicates a strong positive emotion of regard and affection. Additionally, the use of 'Lol!' and 'XD' suggests amusement (id 2), indicating that the speaker finds something funny or entertaining.	0
eeccgbb	1,8	[1, 4, 8]	The expression 'It's great that you're a recovering addict' shows admiration for the individual's achievement in overcoming addiction, which aligns with the emotion of admiration (1). The use of 'that's cool' might also indicate a mild sense of approval, which relates to annoyance (4) in some contexts of discussing difficult topics. Additionally, the question 'Have you ever tried DMT?' showcases curiosity (8) about the individual's experiences.	0
eezp1cd	26,28	[3, 10, 21]	The text expresses a potential feeling of anger ('it's broke' implies frustration about pain being persistent), disappointment ('the pain doesn't go away' suggests unmet expectations for relief), and a hint of concern for future outcomes ('if the pain doesn't go away after 4 hours or so'), indicating a cautious optimism regarding recovery.	0
ednoz16	7,28	[4, 11]	The text implies annoyance at the idea of someone questioning the authenticity of another person's experience, as indicated by the phrase 'highly doubt he was juicing then'. Additionally, there is a sense of disapproval regarding the assumption made about Vegan Gains, which suggests skepticism towards false claims.	0
edlolx7	1,19	[4, 19]	The text expresses 'love' due to the endearing sentiment toward the individual referred to as a 'little turd,' indicating a strong positive emotion of regard and affection. Additionally, the phrase 'I'll pass on your kisses' suggests a mild form of 'annoyance' or irritation due to someone else's affection, but it is not strong, hence falling under mild annoyance.	0
ee3lt53	5,28			1
eewl3mr	1,2	[2, 4, 10]	The text expresses amusement with the laughing 'lol', a sense of mild annoyance with 'in what universe?' indicating a disagreement with another opinion, and also includes a subjective view that could denote a slight disappointment if the comment is interpreted as questioning one's own preference.	0
ef0puf0	18,27	[18, 28]	The text expresses surprise about a turn of events, indicated by the phrase 'A surprise turn of events.' Additionally, there is a feeling of joy conveyed through the expression of gladness about hearing great things, which aligns with the emotion of joy.	0
ee91vnl	4,11	[4, 11]	The text expresses mild irritation towards someone for not being funny, indicating annoyance (4). Additionally, there is an element of disapproval (11) directed at the person's behavior or state, implied by the advice to get back on medication.	0
eezyizq	11,28	[9]	The emotion present in the text is 'desire' (id 9), as the speaker expresses a strong feeling of not wanting to send Grandma back to Italy, indicating a wish or longing for her to stay.	0
edu78sc	15,28	[7, 15, 28]	The emotions identified in the text are fear (15) as the phrase 'my biggest fear' indicates a strong feeling of being afraid, confusion (7) is present with the expression 'weet doo feek?!', which signals a lack of understanding or uncertainty about the statement, and surprise (28) is reflected by the unexpected nature of the thought regarding a 'thing living inside my casket.'	0
ef8a2jr	7,21	[4, 8, 10, 21]	The text expresses optimism about the possibility of getting actual designs for the crusaders, highlighting a hopeful and positive expectation for future outcomes. However, there's an underlying concern of disapproval from others, indicated by the mention of being mocked, which aligns with mild annoyance. Curiosity is present as there's a desire to see how these designs might turn out, reflecting a strong wish to learn more. Overall, while the dominant emotion is optimism, there's a blend of disappointment at facing potential mockery and the curiosity about the anticipated designs.	0
edv9e8a	1,2	[2, 16]	The phrase 'Lol' indicates amusement and finding something funny or entertaining. The expression 'looks delicious' suggests a sense of appreciation or gratitude towards the food's appearance.	0
eeq65gb	6,21	[9, 15, 21]	The text expresses 'fear' (15) related to lack of confidence and being unprepared, 'desire' (9) for improvement and readiness, and 'optimism' (21) about the potential for things to fall into place when effort is made.	0
edpi4i4	11,19	[3, 19]	The text expresses anger towards double standards (emotion id 3) while also reflecting a strong positive emotion for the show itself (emotion id 19). The contrast in feelings highlights the frustration of perceived hypocrisy alongside appreciation for the content.	0
ee9ejps	1,23	[1, 6]	The text expresses admiration for the advice, referring to it as 'great advice,' which indicates respect for its value. Additionally, there's an element of caring present as the advice is being acknowledged and appreciated, potentially implying a concern for betterment.	0
ee3cjuy	3,4	[4, 11]	The text expresses irritation due to geolock, which aligns with annoyance (id 4). Additionally, the statement 'love Canada' shows a positive regard towards Canada, which could be interpreted as admiration or approval, but given the overall negative tone, disapproval (id 11) regarding the situation is more fitting.	0
eezwk3v	8,28	[3, 4, 8]	The text suggests a strong feeling of displeasure or antagonism (anger) regarding someone's lack of enthusiasm for a specific scene. There is also a hint of mild irritation (annoyance) from the rhetorical 'What you mean,' and an element of strong desire to understand the person's feelings or thoughts about the scene (curiosity).	0
efaangf	8,18	[4, 19]	The mention of 'love life' indicates the presence of the emotion of love (id 19), as it directly references feelings related to romantic relationships. Additionally, the phrase 'What's my love life got to do with this' suggests a tone of annoyance (id 4), possibly implying irritation at the irrelevant focus on their personal life.	0
efb2j1c	14,28	[18]	The text expresses the emotion of joy, as it indicates that the subject is happy.	0
eeefyb7	6,19	[6, 19, 22]	The emotions expressed in the text include pride (22) for taking care of family, love (19) as an expression of affection, and caring (6) for the well-being of the person and her babies.	0
edx9el4	4,28	[12]	The statement expresses strong disapproval, indicating a revulsion or strong negative opinion towards something, hence associating with the emotion of disgust.	0
edydipg	4,28	[3, 4, 5, 12]	The text expresses a strong disapproval or negative judgment towards a specific group ('blue-haired damaged moonquacks'), indicating feelings of disgust (12) and annoyance (4). The phrase 'abandoned by daddy' also carries a connotation of anger (3) towards a perceived lack of familial stability or support, while casting a negative opinion regarding the subject matter can imply some level of social criticism or disapproval (5).	0
edgzi2r	18,19	[4, 19]	The text expresses 'love' for the music, indicating a strong positive emotion of regard and affection (id 19). Additionally, there is an element of 'annoyance' implied in the use of 'always', suggesting a mild irritation with her consistently choosing the same track despite enjoying it. However, the dominant emotion is clearly 'love'.	0
ef8zi31	6,19,21	[14, 16, 18]	The text expresses feelings of gratitude ('wishing you a wonderful and prosperous year'), joy ('have a good one!' suggests positive emotions), and excitement for the upcoming year ('prosperous year' implies eagerness for good things to happen).	0
ef83od5	1,27	[1, 14]	The use of the word 'wondrous' conveys admiration for the quiet time routine. Additionally, there is a sense of excitement about how this change has positively impacted the situation.	0
edmv56b	8,9	[19]	The phrase 'I would love to hear the story from him' indicates a positive emotion associated with a strong desire to connect and engage, which aligns with the feeling of love, particularly in the context of appreciation or affection towards the story or the person telling it.	0
edec3p2	4,28	[4, 10]	The text expresses mild irritation (annoyance) about having to wait and possibly about the discomfort of needing to use the restroom (anger/disapproval). Additionally, there is a hint of disappointment in having to wait after the action of finishing, suggesting expectations that were not met.	0
ee8f04x	18,21	[5, 16]	The text expresses gratitude ('I'm glad you had a great time here!') and approval ('Wishing you safe travels!'), indicating a positive sentiment towards the recipient's experience and well-wishing for their future journey.	0
